"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,"Postcards",104909,"Paper Goods",10,27308.000000000004,2020
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,"Calendars",104910,"Paper Goods",10,194194.00000000003,2020
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,"Other Printed Material",104911,"Paper Goods",10,5176896,2020
"Silk",1150,"Retail Silk Yarn",115006,"Textiles",11,14264.000000000002,2020
"Silk",1150,"Silk Fabrics",115007,"Textiles",11,16309,2020
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,"Prepared Wool or Animal Hair",115105,"Textiles",11,571.0000000000001,2020
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,"Non-Retail Carded Wool Yarn",115106,"Textiles",11,1966.9999999999998,2020
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,"Non-Retail Combed Wool Yarn",115107,"Textiles",11,37908,2020
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,"Retail Wool or Animal Hair Yarn",115109,"Textiles",11,82025,2020
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,"Carded Wool or Animal Hair Fabric",115111,"Textiles",11,9918,2020
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,"Combed Wool or Animal Hair Fabric",115112,"Textiles",11,65698,2020
"Cotton",1152,"Cotton Sewing Thread",115204,"Textiles",11,612803.9999999999,2020
"Cotton",1152,"Non-Retail Pure Cotton Yarn",115205,"Textiles",11,27035,2020
"Cotton",1152,"Retail Cotton Yarn",115207,"Textiles",11,35306,2020
"Cotton",1152,"Light Pure Woven Cotton",115208,"Textiles",11,191882,2020
"Cotton",1152,"Heavy Pure Woven Cotton",115209,"Textiles",11,112198,2020
"Cotton",1152,"Light Mixed Woven Cotton",115210,"Textiles",11,3502,2020
"Cotton",1152,"Heavy Mixed Woven Cotton",115211,"Textiles",11,40302,2020
"Cotton",1152,"Other Cotton Fabrics",115212,"Textiles",11,17435,2020
"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",1153,"Flax Yarn",115306,"Textiles",11,5879,2020
"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",1153,"Flax Woven Fabric",115309,"Textiles",11,152975,2020
"Vegetable textile fibres; paper yarn and woven fabrics of paper yarn",1153,"Other Vegetable Fibers Fabric",115311,"Textiles",11,2238,2020
"Man-made filaments",1154,"Artificial Filament Sewing Thread",115401,"Textiles",11,4530347,2020
"Man-made filaments",1154,"Non-Retail Synthetic Filament Yarn",115402,"Textiles",11,2074380,2020
"Man-made filaments",1154,"Non-Retail Artificial Filament Yarn",115403,"Textiles",11,174616,2020
"Man-made filaments",1154,"Synthetic Monofilament",115404,"Textiles",11,245850,2020
"Man-made filaments",1154,"Retail Artificial Filament Yarn",115406,"Textiles",11,2563,2020
"Man-made filaments",1154,"Synthetic Filament Yarn Woven Fabric",115407,"Textiles",11,1366259,2020
"Man-made filaments",1154,"Artificial Filament Yarn Woven Fabric",115408,"Textiles",11,123376,2020
"Man-made staple fibres",1155,"Synthetic Filament Tow",115501,"Textiles",11,9457,2020
"Man-made staple fibres",1155,"Unprocessed Synthetic Staple Fibers",115503,"Textiles",11,138752,2020
"Man-made staple fibres",1155,"Unprocessed Artificial Staple Fibers",115504,"Textiles",11,886641.0000000001,2020
"Man-made staple fibres",1155,"Non-Retail Artificial Staple Fibers Sewing Thread",115508,"Textiles",11,109431.99999999999,2020
"Man-made staple fibres",1155,"Non-Retail Synthetic Staple Fibers Yarn",115509,"Textiles",11,1157189,2020
"Man-made staple fibres",1155,"Non-Retail Artificial Staple Fibers Yarn",115510,"Textiles",11,500691,2020
"Man-made staple fibres",1155,"Retail Artificial Staple Fibers Yarn",115511,"Textiles",11,1161,2020
"Man-made staple fibres",1155,"Synthetic Fabrics",115512,"Textiles",11,869627,2020
"Man-made staple fibres",1155,"Light Synthetic Cotton Fabrics",115513,"Textiles",11,41236.99999999999,2020
"Man-made staple fibres",1155,"Heavy Synthetic Cotton Fabrics",115514,"Textiles",11,5415,2020
"Man-made staple fibres",1155,"Other Synthetic Fabrics",115515,"Textiles",11,838866,2020
"Man-made staple fibres",1155,"Woven Fabric of Synthetic Staple Fibers",115516,"Textiles",11,167521,2020
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,"Wadding",115601,"Textiles",11,363160,2020
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,"Felt",115602,"Textiles",11,404075,2020
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,"Non-woven Textiles",115603,"Textiles",11,6051334,2020
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,"Rubber Textiles",115604,"Textiles",11,184378,2020
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,"Metallic Yarn",115605,"Textiles",11,41183,2020
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,"Gimp Yarn",115606,"Textiles",11,2171.9999999999995,2020
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,"Twine and Rope",115607,"Textiles",11,3127651,2020
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,"Netting",115608,"Textiles",11,461818,2020
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,"Other Articles of Twine and Rope",115609,"Textiles",11,476082,2020
"Carpets and other textile floor coverings",1157,"Knotted Carpets",115701,"Textiles",11,484504,2020
"Carpets and other textile floor coverings",1157,"Hand-Woven Rugs",115702,"Textiles",11,959680,2020
"Carpets and other textile floor coverings",1157,"Tufted Carpets",115703,"Textiles",11,506787,2020
"Carpets and other textile floor coverings",1157,"Felt Carpets",115704,"Textiles",11,407,2020
"Carpets and other textile floor coverings",1157,"Other Carpets",115705,"Textiles",11,1299820,2020
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,"Woven Fabrics",115801,"Textiles",11,110629,2020
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,"Terry Fabric",115802,"Textiles",11,822.0000000000001,2020
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,"Gauze",115803,"Textiles",11,18037,2020
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,"Tulles and Net Fabric",115804,"Textiles",11,3629,2020
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,"Hand-Woven Tapestries",115805,"Textiles",11,2886,2020
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,"Narrow Woven Fabric",115806,"Textiles",11,936070,2020
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,"Labels",115807,"Textiles",11,30856,2020
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,"Ornamental Trimmings",115808,"Textiles",11,14324,2020
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,"Metallic Fabric",115809,"Textiles",11,5643,2020
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,"Embroidery",115810,"Textiles",11,40813,2020
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,"Quilted Textiles",115811,"Textiles",11,2546.9999999999995,2020
"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1159,"Gum Coated Textile Fabric",115901,"Textiles",11,251085,2020
"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1159,"Plastic Coated Textile Fabric",115903,"Textiles",11,1480783,2020
"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1159,"Linoleum",115904,"Textiles",11,1062,2020
"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1159,"Textile Wall Coverings",115905,"Textiles",11,10565.999999999998,2020
"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1159,"Rubber Textile Fabric",115906,"Textiles",11,409238,2020
"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1159,"Coated Textile Fabric",115907,"Textiles",11,1306137,2020
"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1159,"Textile Wicks",115908,"Textiles",11,80919,2020
"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1159,"Hose Piping Textiles",115909,"Textiles",11,503435,2020
"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1159,"Conveyor Belt Textiles",115910,"Textiles",11,963410,2020
"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1159,"Textiles for technical uses",115911,"Textiles",11,10776802,2020
"Fabrics; knitted or crocheted",1160,"Pile Fabric",116001,"Textiles",11,571540,2020
"Fabrics; knitted or crocheted",1160,"Light Rubberized Knitted Fabric",116002,"Textiles",11,4808706,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Men's Coats",116101,"Textiles",11,170091,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Women's Coats",116102,"Textiles",11,560988,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Men's Suits",116103,"Textiles",11,275345,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Women's Suits",116104,"Textiles",11,1326856,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Men's Shirts",116105,"Textiles",11,1418853.0000000002,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Women's Shirts",116106,"Textiles",11,195592,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Men's Undergarments",116107,"Textiles",11,288746,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Women's Undergarments",116108,"Textiles",11,383492,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit T-shirts",116109,"Textiles",11,2763251.9999999995,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Sweaters",116110,"Textiles",11,4346803,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Babies' Garments",116111,"Textiles",11,54178,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Active Wear",116112,"Textiles",11,356115.99999999994,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Garments of Impregnated Fabric",116113,"Textiles",11,44372,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Other Knit Garments",116114,"Textiles",11,230267,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Socks and Hosiery",116115,"Textiles",11,1437000,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Knit Gloves",116116,"Textiles",11,1487305,2020
"Apparel and clothing accessories; knitted or crocheted",1161,"Other Knit Clothing Accessories",116117,"Textiles",11,142835,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Men's Coats",116201,"Textiles",11,1183706,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Women's Coats",116202,"Textiles",11,1852881,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Men's Suits",116203,"Textiles",11,6928940,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Women's Suits",116204,"Textiles",11,5932404,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Men's Shirts",116205,"Textiles",11,1848581,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Women's Shirts",116206,"Textiles",11,545971,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Men's Undergarments",116207,"Textiles",11,4063.0000000000005,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Women's Undergarments",116208,"Textiles",11,10140,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Babies' Garments",116209,"Textiles",11,31023.999999999996,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Felt or Coated Fabric Garments",116210,"Textiles",11,324193,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Active Wear",116211,"Textiles",11,383963,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Other Women's Undergarments",116212,"Textiles",11,924674,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Handkerchiefs",116213,"Textiles",11,21244.999999999996,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Scarves",116214,"Textiles",11,220375,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Neck Ties",116215,"Textiles",11,240365,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Non-Knit Gloves",116216,"Textiles",11,19611,2020
"Apparel and clothing accessories; not knitted or crocheted",1162,"Other Non-Knit Clothing Accessories",116217,"Textiles",11,460820,2020
"Textiles rags",1163,"Blankets",116301,"Textiles",11,411182,2020
"Textiles rags",1163,"House Linens",116302,"Textiles",11,196175,2020
"Textiles rags",1163,"Window Dressings",116303,"Textiles",11,1607702,2020
"Textiles rags",1163,"Bedspreads",116304,"Textiles",11,86530,2020
"Textiles rags",1163,"Packing Bags",116305,"Textiles",11,227358,2020
"Textiles rags",1163,"Awnings, Tents, and Sails",116306,"Textiles",11,2751750,2020
"Textiles rags",1163,"Other Cloth Articles",116307,"Textiles",11,6820340,2020
"Textiles rags",1163,"Packaged Sewing Sets",116308,"Textiles",11,9130,2020
"Textiles rags",1163,"Used Clothing",116309,"Textiles",11,6952.999999999999,2020
"Textiles rags",1163,"Textile Scraps",116310,"Textiles",11,10625,2020
"Footwear",1264,"Waterproof Footwear",126401,"Footwear and Headwear",12,375976,2020
"Footwear",1264,"Rubber Footwear",126402,"Footwear and Headwear",12,6311347,2020
"Footwear",1264,"Leather Footwear",126403,"Footwear and Headwear",12,13459424,2020
"Footwear",1264,"Textile Footwear",126404,"Footwear and Headwear",12,2616098,2020
"Footwear",1264,"Other Footwear",126405,"Footwear and Headwear",12,377750,2020
"Footwear",1264,"Footwear Parts",126406,"Footwear and Headwear",12,207541,2020
"Headgear and parts thereof",1265,"Hat Forms",126501,"Footwear and Headwear",12,805.9999999999999,2020
"Headgear and parts thereof",1265,"Hat Shapes",126502,"Footwear and Headwear",12,1953,2020
"Headgear and parts thereof",1265,"Hats",126504,"Footwear and Headwear",12,5263.999999999999,2020
"Headgear and parts thereof",1265,"Knitted Hats",126505,"Footwear and Headwear",12,792003.9999999999,2020
"Headgear and parts thereof",1265,"Other Headwear",126506,"Footwear and Headwear",12,552727,2020
"Headgear and parts thereof",1265,"Headbands and Linings",126507,"Footwear and Headwear",12,123226,2020
"Umbrellas",1266,"Umbrellas",126601,"Footwear and Headwear",12,435458,2020
"Umbrellas",1266,"Walking Sticks",126602,"Footwear and Headwear",12,79865,2020
"Umbrellas",1266,"Umbrella and Walking Stick Accessories",126603,"Footwear and Headwear",12,6922.000000000001,2020
"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1267,"Artificial Vegetation",126702,"Footwear and Headwear",12,19614,2020
"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1267,"Processed Hair",126703,"Footwear and Headwear",12,5563,2020
"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1267,"Fake Hair",126704,"Footwear and Headwear",12,169564,2020
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Building Stone",136802,"Stone And Glass",13,248068,2020
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Slate",136803,"Stone And Glass",13,39258,2020
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Milling Stones",136804,"Stone And Glass",13,6060838,2020
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Abrasive Powder",136805,"Stone And Glass",13,14215467,2020
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Rock Wool",136806,"Stone And Glass",13,12081409,2020
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Asphalt",136807,"Stone And Glass",13,56089,2020
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Vegetable Fiber",136808,"Stone And Glass",13,10784,2020
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Plaster Articles",136809,"Stone And Glass",13,1959275.9999999998,2020
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Cement Articles",136810,"Stone And Glass",13,6456763.000000001,2020
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Asbestos Cement Articles",136811,"Stone And Glass",13,147908,2020
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Friction Material",136813,"Stone And Glass",13,1332960,2020
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Mica",136814,"Stone And Glass",13,53558.99999999999,2020
"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1368,"Other Stone Articles",136815,"Stone And Glass",13,6150032,2020
"Ceramic products",1369,"Bricks",136901,"Stone And Glass",13,11315,2020
"Ceramic products",1369,"Refractory Bricks",136902,"Stone And Glass",13,2808246,2020
"Ceramic products",1369,"Refractory Ceramics",136903,"Stone And Glass",13,1131890,2020
"Ceramic products",1369,"Ceramic Bricks",136904,"Stone And Glass",13,327828,2020
"Ceramic products",1369,"Ceramic Pipes",136906,"Stone And Glass",13,4621,2020
"Ceramic products",1369,"Unglazed Ceramics",136907,"Stone And Glass",13,3911734.0000000005,2020
"Ceramic products",1369,"Laboratory Ceramic Ware",136909,"Stone And Glass",13,2722310.0000000005,2020
"Ceramic products",1369,"Bathroom Ceramics",136910,"Stone And Glass",13,1984686,2020
"Ceramic products",1369,"Porcelain Tableware",136911,"Stone And Glass",13,1883591.0000000002,2020
"Ceramic products",1369,"Ceramic Tableware",136912,"Stone And Glass",13,99800,2020
"Ceramic products",1369,"Ornamental Ceramics",136913,"Stone And Glass",13,1451526,2020
"Ceramic products",1369,"Other Ceramic Articles",136914,"Stone And Glass",13,297265.00000000006,2020
"Glass and glassware",1370,"Glass Scraps",137001,"Stone And Glass",13,3086.9999999999995,2020
"Glass and glassware",1370,"Glass Balls",137002,"Stone And Glass",13,2593317.9999999995,2020
"Glass and glassware",1370,"Cast or Rolled Glass",137003,"Stone And Glass",13,770261,2020
"Glass and glassware",1370,"Blown Glass",137004,"Stone And Glass",13,14414,2020
"Glass and glassware",1370,"Float Glass",137005,"Stone And Glass",13,985281,2020
"Glass and glassware",1370,"Glass with Edge Workings",137006,"Stone And Glass",13,732299,2020
"Glass and glassware",1370,"Safety Glass",137007,"Stone And Glass",13,3680059,2020
"Glass and glassware",1370,"Insulating Glass",137008,"Stone And Glass",13,354068.00000000006,2020
"Glass and glassware",1370,"Glass Mirrors",137009,"Stone And Glass",13,1418122.9999999998,2020
"Glass and glassware",1370,"Glass Bottles",137010,"Stone And Glass",13,3506936,2020
"Glass and glassware",1370,"Glass Bulbs",137011,"Stone And Glass",13,843,2020
"Glass and glassware",1370,"Interior Decorative Glassware",137013,"Stone And Glass",13,3364253.0000000005,2020
"Glass and glassware",1370,"Signaling Glassware",137014,"Stone And Glass",13,11091,2020
"Glass and glassware",1370,"Eyewear and Clock Glass",137015,"Stone And Glass",13,3749.9999999999995,2020
"Glass and glassware",1370,"Glass Bricks",137016,"Stone And Glass",13,323293,2020
"Glass and glassware",1370,"Laboratory Glassware",137017,"Stone And Glass",13,3923459,2020
"Glass and glassware",1370,"Glass Beads",137018,"Stone And Glass",13,56953,2020
"Glass and glassware",1370,"Glass Fibers",137019,"Stone And Glass",13,3417203,2020
"Glass and glassware",1370,"Other Glass Articles",137020,"Stone And Glass",13,541543,2020
"Precious metals, gems and jewelry",1471,"Pearls",147101,"Precious Metals",14,39854,2020
"Precious metals, gems and jewelry",1471,"Diamonds",147102,"Precious Metals",14,49982,2020
"Precious metals, gems and jewelry",1471,"Precious Stones",147103,"Precious Metals",14,1529810.9999999998,2020
"Precious metals, gems and jewelry",1471,"Synthetic Reconstructed Jewellery Stones",147104,"Precious Metals",14,8777.000000000002,2020
"Precious metals, gems and jewelry",1471,"Precious Stone Dust",147105,"Precious Metals",14,4643,2020
"Precious metals, gems and jewelry",1471,"Silver",147106,"Precious Metals",14,1139318,2020
"Precious metals, gems and jewelry",1471,"Silver Clad Metals",147107,"Precious Metals",14,97577.99999999999,2020
"Precious metals, gems and jewelry",1471,"Gold",147108,"Precious Metals",14,4516092,2020
"Precious metals, gems and jewelry",1471,"Gold Clad Metals",147109,"Precious Metals",14,853,2020
"Precious metals, gems and jewelry",1471,"Platinum",147110,"Precious Metals",14,7103344,2020
"Precious metals, gems and jewelry",1471,"Precious Metal Scraps",147112,"Precious Metals",14,698,2020
"Precious metals, gems and jewelry",1471,"Jewellery",147113,"Precious Metals",14,4874394,2020
"Precious metals, gems and jewelry",1471,"Metal-Clad Products",147114,"Precious Metals",14,254564,2020
"Precious metals, gems and jewelry",1471,"Other Precious Metal Products",147115,"Precious Metals",14,27560607,2020
"Precious metals, gems and jewelry",1471,"Pearl Products",147116,"Precious Metals",14,88830,2020
"Precious metals, gems and jewelry",1471,"Imitation Jewellery",147117,"Precious Metals",14,654264,2020
"Precious metals, gems and jewelry",1471,"Coin",147118,"Precious Metals",14,64828.99999999999,2020
"Iron and steel",1572,"Ferroalloys",157202,"Metals",15,269583,2020
"Iron and steel",1572,"Iron Reductions",157203,"Metals",15,27849,2020
"Iron and steel",1572,"Scrap Iron",157204,"Metals",15,57000,2020
"Iron and steel",1572,"Iron Powder",157205,"Metals",15,148639,2020
"Iron and steel",1572,"Iron Ingots",157206,"Metals",15,31003,2020
"Iron and steel",1572,"Semi-Finished Iron",157207,"Metals",15,64964.00000000001,2020
"Iron and steel",1572,"Hot-Rolled Iron",157208,"Metals",15,136229,2020
"Iron and steel",1572,"Cold-Rolled Iron",157209,"Metals",15,81825,2020
"Iron and steel",1572,"Coated Flat-Rolled Iron",157210,"Metals",15,14627092,2020
"Iron and steel",1572,"Large Flat-Rolled Iron",157211,"Metals",15,124118,2020
"Iron and steel",1572,"Large Coated Flat-Rolled Iron",157212,"Metals",15,1424817,2020
"Iron and steel",1572,"Hot-Rolled Iron Bars",157213,"Metals",15,164457,2020
"Iron and steel",1572,"Raw Iron Bars",157214,"Metals",15,3728510,2020
"Iron and steel",1572,"Other Iron Bars",157215,"Metals",15,189368,2020
"Iron and steel",1572,"Iron Blocks",157216,"Metals",15,860328,2020
"Iron and steel",1572,"Iron Wire",157217,"Metals",15,459885,2020
"Iron and steel",1572,"Stainless Steel Ingots",157218,"Metals",15,953,2020
"Iron and steel",1572,"Large Flat-Rolled Stainless Steel",157219,"Metals",15,1442867,2020
"Iron and steel",1572,"Flat-Rolled Stainless Steel",157220,"Metals",15,381137.00000000006,2020
"Iron and steel",1572,"Hot-Rolled Stainless Steel Bars",157221,"Metals",15,1031,2020
"Iron and steel",1572,"Other Stainless Steel Bars",157222,"Metals",15,631333,2020
"Iron and steel",1572,"Stainless Steel Wire",157223,"Metals",15,66988.99999999999,2020
"Iron and steel",1572,"Steel Ingots",157224,"Metals",15,108562.00000000001,2020
"Iron and steel",1572,"Flat Flat-Rolled Steel",157225,"Metals",15,1809749.9999999998,2020
"Iron and steel",1572,"Flat-Rolled Iron",157226,"Metals",15,115233.00000000001,2020
"Iron and steel",1572,"Steel Bars",157227,"Metals",15,204395,2020
"Iron and steel",1572,"Other Steel Bars",157228,"Metals",15,2302397,2020
"Iron and steel",1572,"Steel Wire",157229,"Metals",15,411816,2020
"Iron or steel articles",1573,"Iron Sheet Piling",157301,"Metals",15,60984,2020
"Iron or steel articles",1573,"Iron Railway Products",157302,"Metals",15,2989135,2020
"Iron or steel articles",1573,"Cast Iron Pipes",157303,"Metals",15,2993.0000000000005,2020
"Iron or steel articles",1573,"Iron Pipes",157304,"Metals",15,11519741,2020
"Iron or steel articles",1573,"Other Large Iron Pipes",157305,"Metals",15,12595.000000000002,2020
"Iron or steel articles",1573,"Other Small Iron Pipes",157306,"Metals",15,2039772,2020
"Iron or steel articles",1573,"Iron Pipe Fittings",157307,"Metals",15,12220016,2020
"Iron or steel articles",1573,"Iron Structures",157308,"Metals",15,31621686,2020
"Iron or steel articles",1573,"Large Iron Containers",157309,"Metals",15,2567888,2020
"Iron or steel articles",1573,"Small Iron Containers",157310,"Metals",15,1340888,2020
"Iron or steel articles",1573,"Iron Gas Containers",157311,"Metals",15,1378770,2020
"Iron or steel articles",1573,"Stranded Iron Wire",157312,"Metals",15,7304500,2020
"Iron or steel articles",1573,"Iron Cloth",157314,"Metals",15,1484589,2020
"Iron or steel articles",1573,"Iron Chains",157315,"Metals",15,12338855,2020
"Iron or steel articles",1573,"Iron Nails",157317,"Metals",15,770533,2020
"Iron or steel articles",1573,"Iron Fasteners",157318,"Metals",15,26638732,2020
"Iron or steel articles",1573,"Iron Sewing Needles",157319,"Metals",15,14420.000000000002,2020
"Iron or steel articles",1573,"Iron Springs",157320,"Metals",15,9275951,2020
"Iron or steel articles",1573,"Iron Stovetops",157321,"Metals",15,8041664.000000001,2020
"Iron or steel articles",1573,"Iron Radiators",157322,"Metals",15,548877,2020
"Iron or steel articles",1573,"Iron Housewares",157323,"Metals",15,2433807,2020
"Iron or steel articles",1573,"Iron Toiletry",157324,"Metals",15,3089629,2020
"Iron or steel articles",1573,"Other Cast Iron Products",157325,"Metals",15,863099,2020
"Iron or steel articles",1573,"Other Iron Products",157326,"Metals",15,29132114,2020
"Copper and articles thereof",1574,"Refined Copper",157403,"Metals",15,28944,2020
"Copper and articles thereof",1574,"Copper Powder",157406,"Metals",15,137225,2020
"Copper and articles thereof",1574,"Copper Bars",157407,"Metals",15,819334,2020
"Copper and articles thereof",1574,"Copper Wire",157408,"Metals",15,3414601,2020
"Copper and articles thereof",1574,"Copper Plating",157409,"Metals",15,5099041,2020
"Copper and articles thereof",1574,"Copper Foil",157410,"Metals",15,57566,2020
"Copper and articles thereof",1574,"Copper Pipes",157411,"Metals",15,1348164,2020
"Copper and articles thereof",1574,"Copper Pipe Fittings",157412,"Metals",15,8356751.000000001,2020
"Copper and articles thereof",1574,"Stranded Copper Wire",157413,"Metals",15,1152766,2020
"Copper and articles thereof",1574,"Copper Fasteners",157415,"Metals",15,359706,2020
"Copper and articles thereof",1574,"Copper Housewares",157418,"Metals",15,181571,2020
"Copper and articles thereof",1574,"Other Copper Products",157419,"Metals",15,4252861,2020
"Nickel and articles thereof",1575,"Raw Nickel",157502,"Metals",15,421039,2020
"Nickel and articles thereof",1575,"Nickel Powder",157504,"Metals",15,69878,2020
"Nickel and articles thereof",1575,"Nickel Bars",157505,"Metals",15,576508.0000000001,2020
"Nickel and articles thereof",1575,"Nickel Sheets",157506,"Metals",15,619066,2020
"Nickel and articles thereof",1575,"Nickel Pipes",157507,"Metals",15,520988,2020
"Nickel and articles thereof",1575,"Other Nickel Products",157508,"Metals",15,320630,2020
"Aluminium and articles thereof",1576,"Raw Aluminium",157601,"Metals",15,152362,2020
"Aluminium and articles thereof",1576,"Aluminium Powder",157603,"Metals",15,317542,2020
"Aluminium and articles thereof",1576,"Aluminium Bars",157604,"Metals",15,3280335,2020
"Aluminium and articles thereof",1576,"Aluminium Wire",157605,"Metals",15,839.0000000000001,2020
"Aluminium and articles thereof",1576,"Aluminium Plating",157606,"Metals",15,11468919,2020
