"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Animals; live",101,"Horses",10101,"Animal Products",1,1240686,2018
"Animals; live",101,"Other Animals",10106,"Animal Products",1,57830,2018
"Meat and edible meat offal",102,"Bovine Meat",10201,"Animal Products",1,16370.000000000002,2018
"Meat and edible meat offal",102,"Frozen Bovine Meat",10202,"Animal Products",1,174912,2018
"Meat and edible meat offal",102,"Pig Meat",10203,"Animal Products",1,2230400,2018
"Meat and edible meat offal",102,"Sheep and Goat Meat",10204,"Animal Products",1,24092,2018
"Meat and edible meat offal",102,"Edible Offal",10206,"Animal Products",1,6051,2018
"Meat and edible meat offal",102,"Poultry Meat",10207,"Animal Products",1,88897,2018
"Meat and edible meat offal",102,"Other Meat",10208,"Animal Products",1,11431,2018
"Meat and edible meat offal",102,"Preserved Meat",10210,"Animal Products",1,25629,2018
"Aquatic Animals",103,"Live Fish",10301,"Animal Products",1,57181.99999999999,2018
"Aquatic Animals",103,"Non-fillet Fresh Fish",10302,"Animal Products",1,9368,2018
"Aquatic Animals",103,"Non-fillet Frozen Fish",10303,"Animal Products",1,14310,2018
"Aquatic Animals",103,"Fish Fillets",10304,"Animal Products",1,109844,2018
"Aquatic Animals",103,"Processed Fish",10305,"Animal Products",1,253864,2018
"Aquatic Animals",103,"Crustaceans",10306,"Animal Products",1,92705,2018
"Aquatic Animals",103,"Molluscs",10307,"Animal Products",1,3559,2018
"Edible Animal By-Products",104,"Milk",10401,"Animal Products",1,27421,2018
"Edible Animal By-Products",104,"Concentrated Milk",10402,"Animal Products",1,11214262,2018
"Edible Animal By-Products",104,"Fermented Milk Products",10403,"Animal Products",1,467137,2018
"Edible Animal By-Products",104,"Whey and other milk products",10404,"Animal Products",1,2967847,2018
"Edible Animal By-Products",104,"Butter",10405,"Animal Products",1,43599,2018
"Edible Animal By-Products",104,"Cheese",10406,"Animal Products",1,15917574,2018
"Edible Animal By-Products",104,"Eggs",10407,"Animal Products",1,143380,2018
"Edible Animal By-Products",104,"Processed Egg Products",10408,"Animal Products",1,10964,2018
"Edible Animal By-Products",104,"Honey",10409,"Animal Products",1,106413,2018
"Edible Animal By-Products",104,"Other Edible Animal Products",10410,"Animal Products",1,1093,2018
"Other Animal Products",105,"Human Hair",10501,"Animal Products",1,39196,2018
"Other Animal Products",105,"Animal Organs",10504,"Animal Products",1,576842,2018
"Other Animal Products",105,"Bird Feathers and Skins",10505,"Animal Products",1,287467,2018
"Other Animal Products",105,"Raw Bones",10507,"Animal Products",1,2001,2018
"Other Animal Products",105,"Other Inedible Animal Products",10511,"Animal Products",1,5473112,2018
"Live trees, plants, bulbs, roots and cut flowers",206,"Bulbs and Roots",20601,"Vegetable Products",2,2790,2018
"Live trees, plants, bulbs, roots and cut flowers",206,"Other live plants, cuttings and slips;
mushroom spawn",20602,"Vegetable Products",2,91171,2018
"Live trees, plants, bulbs, roots and cut flowers",206,"Cut Flowers",20603,"Vegetable Products",2,42019,2018
"Live trees, plants, bulbs, roots and cut flowers",206,"Plant foliage",20604,"Vegetable Products",2,7470,2018
"Vegetables and certain roots and tubers; edible",207,"Legumes",20708,"Vegetable Products",2,2474,2018
"Vegetables and certain roots and tubers; edible",207,"Frozen Vegetables",20710,"Vegetable Products",2,14544.000000000002,2018
"Vegetables and certain roots and tubers; edible",207,"Preserved Vegetables",20711,"Vegetable Products",2,261.00000000000006,2018
"Vegetables and certain roots and tubers; edible",207,"Dried Vegetables",20712,"Vegetable Products",2,2229898,2018
"Vegetables and certain roots and tubers; edible",207,"Dried Legumes",20713,"Vegetable Products",2,18403,2018
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Other Nuts",20802,"Vegetable Products",2,3725.9999999999995,2018
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Tropical Fruits",20804,"Vegetable Products",2,4434,2018
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Grapes",20806,"Vegetable Products",2,64551,2018
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Other Fruits",20810,"Vegetable Products",2,986,2018
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Frozen Fruits and Nuts",20811,"Vegetable Products",2,14536,2018
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Dried Fruits",20813,"Vegetable Products",2,355679,2018
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Citrus and Melon Peels",20814,"Vegetable Products",2,11505.999999999998,2018
"Coffee, tea, mate and spices",209,"Coffee",20901,"Vegetable Products",2,34993833,2018
"Coffee, tea, mate and spices",209,"Tea",20902,"Vegetable Products",2,3448620,2018
"Coffee, tea, mate and spices",209,"Maté",20903,"Vegetable Products",2,9846,2018
"Coffee, tea, mate and spices",209,"Pepper",20904,"Vegetable Products",2,528054,2018
"Coffee, tea, mate and spices",209,"Vanilla",20905,"Vegetable Products",2,9457,2018
"Coffee, tea, mate and spices",209,"Cinnamon",20906,"Vegetable Products",2,134478,2018
"Coffee, tea, mate and spices",209,"Cloves",20907,"Vegetable Products",2,1271,2018
"Coffee, tea, mate and spices",209,"Nutmeg, mace and cardamons",20908,"Vegetable Products",2,810,2018
"Coffee, tea, mate and spices",209,"Spice Seeds",20909,"Vegetable Products",2,192269,2018
"Coffee, tea, mate and spices",209,"Spices",20910,"Vegetable Products",2,385347,2018
"Cereals",210,"Wheat",21001,"Vegetable Products",2,127,2018
"Cereals",210,"Corn",21005,"Vegetable Products",2,2256.9999999999995,2018
"Cereals",210,"Rice",21006,"Vegetable Products",2,13285,2018
"Cereals",210,"Buckwheat",21008,"Vegetable Products",2,1261,2018
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Wheat Flours",21101,"Vegetable Products",2,342778,2018
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Cereal Flours",21102,"Vegetable Products",2,37019,2018
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Cereal Meal and Pellets",21103,"Vegetable Products",2,23847.999999999996,2018
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Processed Cereals",21104,"Vegetable Products",2,4923,2018
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Potato Flours",21105,"Vegetable Products",2,626938,2018
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Legume Flours",21106,"Vegetable Products",2,27026,2018
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Malt",21107,"Vegetable Products",2,2618494,2018
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Starches",21108,"Vegetable Products",2,1373848,2018
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Wheat Gluten",21109,"Vegetable Products",2,5219284.000000001,2018
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,"Rapeseed",21205,"Vegetable Products",2,751863.9999999999,2018
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,"Sunflower Seeds",21206,"Vegetable Products",2,16379.999999999998,2018
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,"Other Oily Seeds",21207,"Vegetable Products",2,71090,2018
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,"Oil Seed Flower",21208,"Vegetable Products",2,137752,2018
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,"Sowing Seeds",21209,"Vegetable Products",2,693850,2018
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,"Hops",21210,"Vegetable Products",2,1111956.0000000002,2018
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,"Perfume Plants",21211,"Vegetable Products",2,1650227,2018
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,"Locust beans, seaweed, sugar beet, cane, for food",21212,"Vegetable Products",2,81098,2018
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,"Cereal Straws",21213,"Vegetable Products",2,10970.999999999998,2018
"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",212,"Forage Crops",21214,"Vegetable Products",2,19207,2018
"Lac; gums, resins and other vegetable saps and extracts",213,"Insect Resins",21301,"Vegetable Products",2,452242,2018
"Lac; gums, resins and other vegetable saps and extracts",213,"Vegetable Saps",21302,"Vegetable Products",2,4423591,2018
"Vegetable plaiting materials; vegetable products not elsewhere specified or included",214,"Other Vegetable Products",21404,"Vegetable Products",2,8977,2018
"Animal or vegetable fats, oils and waxes",315,"Fish oil",31504,"Animal and Vegetable Bi-Products",3,1494345,2018
"Animal or vegetable fats, oils and waxes",315,"Soybean Oil",31507,"Animal and Vegetable Bi-Products",3,315337,2018
"Animal or vegetable fats, oils and waxes",315,"Ground Nut Oil",31508,"Animal and Vegetable Bi-Products",3,6127.999999999999,2018
"Animal or vegetable fats, oils and waxes",315,"Pure Olive Oil",31509,"Animal and Vegetable Bi-Products",3,40602,2018
"Animal or vegetable fats, oils and waxes",315,"Olive Oil",31510,"Animal and Vegetable Bi-Products",3,2494,2018
"Animal or vegetable fats, oils and waxes",315,"Palm Oil",31511,"Animal and Vegetable Bi-Products",3,708,2018
"Animal or vegetable fats, oils and waxes",315,"Seed Oils",31512,"Animal and Vegetable Bi-Products",3,95402.00000000001,2018
"Animal or vegetable fats, oils and waxes",315,"Coconut Oil",31513,"Animal and Vegetable Bi-Products",3,71784,2018
"Animal or vegetable fats, oils and waxes",315,"Rapeseed Oil",31514,"Animal and Vegetable Bi-Products",3,945,2018
"Animal or vegetable fats, oils and waxes",315,"Other Pure Vegetable Oils",31515,"Animal and Vegetable Bi-Products",3,1003499.9999999999,2018
"Animal or vegetable fats, oils and waxes",315,"Other Vegetable Oils",31516,"Animal and Vegetable Bi-Products",3,678347,2018
"Animal or vegetable fats, oils and waxes",315,"Margarine",31517,"Animal and Vegetable Bi-Products",3,496523,2018
"Animal or vegetable fats, oils and waxes",315,"Inedible Fats and Oils",31518,"Animal and Vegetable Bi-Products",3,85945,2018
"Animal or vegetable fats, oils and waxes",315,"Stearic Acid",31519,"Animal and Vegetable Bi-Products",3,769232,2018
"Animal or vegetable fats, oils and waxes",315,"Glycerol",31520,"Animal and Vegetable Bi-Products",3,35748,2018
"Animal or vegetable fats, oils and waxes",315,"Waxes",31521,"Animal and Vegetable Bi-Products",3,365459,2018
"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",416,"Sausages",41601,"Foodstuffs",4,1171904,2018
"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",416,"Other Prepared Meat",41602,"Foodstuffs",4,131860,2018
"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",416,"Processed Fish",41604,"Foodstuffs",4,3669403,2018
"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",416,"Processed Crustaceans",41605,"Foodstuffs",4,46395,2018
"Sugars and sugar confectionery",417,"Raw Sugar",41701,"Foodstuffs",4,437574,2018
"Sugars and sugar confectionery",417,"Other Sugars",41702,"Foodstuffs",4,2827214,2018
"Sugars and sugar confectionery",417,"Molasses",41703,"Foodstuffs",4,21858,2018
"Sugars and sugar confectionery",417,"Confectionery Sugar",41704,"Foodstuffs",4,19813343,2018
"Cocoa and cocoa preparations",418,"Cocoa Beans",41801,"Foodstuffs",4,42775,2018
"Cocoa and cocoa preparations",418,"Cocoa Shells",41802,"Foodstuffs",4,1990,2018
"Cocoa and cocoa preparations",418,"Cocoa Paste",41803,"Foodstuffs",4,472194,2018
"Cocoa and cocoa preparations",418,"Cocoa Butter",41804,"Foodstuffs",4,152519,2018
"Cocoa and cocoa preparations",418,"Cocoa Powder",41805,"Foodstuffs",4,1585639,2018
"Cocoa and cocoa preparations",418,"Chocolate",41806,"Foodstuffs",4,79382749,2018
"Preparations of cereals, flour, starch or milk; pastrycooks' products",419,"Malt Extract",41901,"Foodstuffs",4,20244113,2018
"Preparations of cereals, flour, starch or milk; pastrycooks' products",419,"Pasta",41902,"Foodstuffs",4,145236,2018
"Preparations of cereals, flour, starch or milk; pastrycooks' products",419,"Prepared Cereals",41904,"Foodstuffs",4,7097463.000000001,2018
"Preparations of cereals, flour, starch or milk; pastrycooks' products",419,"Baked Goods",41905,"Foodstuffs",4,29924228,2018
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Pickled Foods",42001,"Foodstuffs",4,517256,2018
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Processed Tomatoes",42002,"Foodstuffs",4,3509,2018
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Processed Mushrooms",42003,"Foodstuffs",4,164933,2018
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Other Frozen Vegetables",42004,"Foodstuffs",4,1263024.0000000002,2018
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Other Processed Vegetables",42005,"Foodstuffs",4,3657099.9999999995,2018
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Jams",42007,"Foodstuffs",4,751803,2018
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Other Processed Fruits and Nuts",42008,"Foodstuffs",4,1431025,2018
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Fruit Juice",42009,"Foodstuffs",4,2661829,2018
"Miscellaneous edible preparations",421,"Coffee and Tea Extracts",42101,"Foodstuffs",4,13271386,2018
"Miscellaneous edible preparations",421,"Yeast",42102,"Foodstuffs",4,340933,2018
"Miscellaneous edible preparations",421,"Sauces and Seasonings",42103,"Foodstuffs",4,5716302,2018
"Miscellaneous edible preparations",421,"Soups and Broths",42104,"Foodstuffs",4,533743,2018
"Miscellaneous edible preparations",421,"Ice Cream",42105,"Foodstuffs",4,406578.00000000006,2018
"Miscellaneous edible preparations",421,"Other Edible Preparations",42106,"Foodstuffs",4,52105005,2018
"Beverages, spirits and vinegar",422,"Water",42201,"Foodstuffs",4,127188.00000000001,2018
"Beverages, spirits and vinegar",422,"Flavored Water",42202,"Foodstuffs",4,6870860,2018
"Beverages, spirits and vinegar",422,"Beer",42203,"Foodstuffs",4,14631931,2018
"Beverages, spirits and vinegar",422,"Wine",42204,"Foodstuffs",4,5836489,2018
"Beverages, spirits and vinegar",422,"Vermouth",42205,"Foodstuffs",4,68755,2018
"Beverages, spirits and vinegar",422,"Other Fermented Beverages",42206,"Foodstuffs",4,168919,2018
"Beverages, spirits and vinegar",422,"Alcohol > 80% ABV",42207,"Foodstuffs",4,179542,2018
"Beverages, spirits and vinegar",422,"Hard Liquor",42208,"Foodstuffs",4,7687224,2018
"Beverages, spirits and vinegar",422,"Vinegar",42209,"Foodstuffs",4,3400,2018
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Bran",42302,"Foodstuffs",4,733476,2018
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Starch Residue",42303,"Foodstuffs",4,425977,2018
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Soybean Meal",42304,"Foodstuffs",4,207558,2018
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Other Vegetable Residues",42306,"Foodstuffs",4,251048,2018
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Other Vegetable Residues and Waste",42308,"Foodstuffs",4,12828,2018
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Animal Food",42309,"Foodstuffs",4,1273057,2018
"Tobacco and manufactured tobacco substitutes",424,"Rolled Tobacco",42402,"Foodstuffs",4,37476192,2018
"Tobacco and manufactured tobacco substitutes",424,"Processed Tobacco",42403,"Foodstuffs",4,801256.9999999999,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Salt",52501,"Mineral Products",5,1141507,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Sulphur",52503,"Mineral Products",5,3870,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Graphite",52504,"Mineral Products",5,188659,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Sand",52505,"Mineral Products",5,169176,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Quartz",52506,"Mineral Products",5,6619,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Kaolin",52507,"Mineral Products",5,336295,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Clays",52508,"Mineral Products",5,147388,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Chalk",52509,"Mineral Products",5,66823.00000000001,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Calcium Phosphates",52510,"Mineral Products",5,215,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Barium Sulphate",52511,"Mineral Products",5,995,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Siliceous Fossil Meals",52512,"Mineral Products",5,2104,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Pumice",52513,"Mineral Products",5,18938,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Marble, Travertine and Alabaster",52515,"Mineral Products",5,1664.0000000000002,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Granite",52516,"Mineral Products",5,225114.00000000003,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Gravel and Crushed Stone",52517,"Mineral Products",5,1529.0000000000002,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Dolomite",52518,"Mineral Products",5,28943,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Magnesium Carbonate",52519,"Mineral Products",5,134651,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Gypsum",52520,"Mineral Products",5,307125,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Cement",52523,"Mineral Products",5,508042,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Mica",52525,"Mineral Products",5,10982.000000000002,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Soapstone",52526,"Mineral Products",5,29223.000000000004,2018
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Other Mineral",52530,"Mineral Products",5,55302,2018
"Ores, slag and ash",526,"Aluminium Ore",52606,"Mineral Products",5,244650.99999999997,2018
"Ores, slag and ash",526,"Chromium Ore",52610,"Mineral Products",5,22619,2018
"Ores, slag and ash",526,"Other Ores",52617,"Mineral Products",5,989.0000000000001,2018
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,"Mineral Products",5,700779,2018
"Ores, slag and ash",526,"Other Slag and Ash",52621,"Mineral Products",5,811493.9999999999,2018
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,"Coal Briquettes",52701,"Mineral Products",5,103366,2018
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,"Lignite",52702,"Mineral Products",5,83180,2018
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,"Peat",52703,"Mineral Products",5,2213906,2018
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,"Coke",52704,"Mineral Products",5,88238,2018
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,"Coal Tar Oil",52707,"Mineral Products",5,29008,2018
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,"Refined Petroleum",52710,"Mineral Products",5,17422307,2018
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,"Petroleum Gas",52711,"Mineral Products",5,577340,2018
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,"Petroleum Jelly",52712,"Mineral Products",5,834298,2018
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,"Petroleum Coke",52713,"Mineral Products",5,514040.00000000006,2018
"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",527,"Asphalt Mixtures",52715,"Mineral Products",5,11819,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Halogens",62801,"Chemical Products",6,5780.000000000001,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Sulfur",62802,"Chemical Products",6,306,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Carbon",62803,"Chemical Products",6,1475075,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Hydrogen",62804,"Chemical Products",6,544052,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Alkaline Metals",62805,"Chemical Products",6,1995,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Hydrochloric Acid",62806,"Chemical Products",6,192643,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Sulfuric Acid",62807,"Chemical Products",6,68454,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Nitric Acids",62808,"Chemical Products",6,44823,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Phosphoric Acid",62809,"Chemical Products",6,34441,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Boron",62810,"Chemical Products",6,6221,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Other Inorganic Acids",62811,"Chemical Products",6,1834143,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Halides",62812,"Chemical Products",6,28337,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Nonmetal Sulfides",62813,"Chemical Products",6,1980.9999999999998,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Ammonia",62814,"Chemical Products",6,21171,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Sodium or Potassium Peroxides",62815,"Chemical Products",6,228957,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Magnesium Hydroxide and Peroxide",62816,"Chemical Products",6,59722,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Zinc Oxide and Peroxide",62817,"Chemical Products",6,33465,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Aluminium Oxide",62818,"Chemical Products",6,1708773,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Chromium Oxides and Hydroxides",62819,"Chemical Products",6,827199.9999999999,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Manganese Oxides",62820,"Chemical Products",6,12187.999999999998,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Iron Oxides and Hydroxides",62821,"Chemical Products",6,4679012,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Titanium Oxides",62823,"Chemical Products",6,32347,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Lead Oxides",62824,"Chemical Products",6,134686,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Inorganic Salts",62825,"Chemical Products",6,938093,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Fluorides",62826,"Chemical Products",6,21854.000000000004,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Chlorides",62827,"Chemical Products",6,562442,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Hypochlorites",62828,"Chemical Products",6,23589.000000000004,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Chlorates and Perchlorates",62829,"Chemical Products",6,14251,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Sulfides",62830,"Chemical Products",6,54204,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Dithionites and Sulfoxylates",62831,"Chemical Products",6,108340,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Sulfites",62832,"Chemical Products",6,34673,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Sulfates",62833,"Chemical Products",6,1364669,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Nitrites and Nitrates",62834,"Chemical Products",6,389892,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Phosphinates (hypophosphites) and phosphonates (phosphites)",62835,"Chemical Products",6,3059913,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Carbonates",62836,"Chemical Products",6,1148751,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Cyanides",62837,"Chemical Products",6,51063.99999999999,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Silicates",62839,"Chemical Products",6,293580,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Borates",62840,"Chemical Products",6,19083,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Oxometallic or Peroxometallic Acid Salts",62841,"Chemical Products",6,73445,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Other Inorganic Acids Salts",62842,"Chemical Products",6,192184,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Precious Metal Compounds",62843,"Chemical Products",6,15922375,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Radioactive Chemicals",62844,"Chemical Products",6,767389,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Other Isotopes",62845,"Chemical Products",6,207888,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Rare-Earth Metal Compounds",62846,"Chemical Products",6,226328,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Hydrogen peroxide",62847,"Chemical Products",6,66044,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Carbides",62849,"Chemical Products",6,52473,2018
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Hydrides and other anions",62850,"Chemical Products",6,41636,2018
